,0,1
92,1078632795,"{'y': np.float64(3710186.472276551), 'x': np.float64(369741.59198585537), 'street_count': np.int64(3), 'lon': np.float64(133.5973222), 'lat': np.float64(33.5233299)}"
93,1556712320,"{'y': np.float64(3710193.9917083303), 'x': np.float64(369833.45800165413), 'street_count': np.int64(4), 'lon': np.float64(133.5983101), 'lat': np.float64(33.5234089)}"
94,5355914578,"{'y': np.float64(3710145.1795871733), 'x': np.float64(369791.0727539537), 'street_count': np.int64(3), 'lon': np.float64(133.5978609), 'lat': np.float64(33.5229636)}"
95,294071685,"{'y': np.float64(3710142.6976888943), 'x': np.float64(369590.873074472), 'street_count': np.int64(4), 'lon': np.float64(133.595706), 'lat': np.float64(33.5229168)}"
96,294071711,"{'y': np.float64(3710083.6579190823), 'x': np.float64(369395.69318402105), 'street_count': np.int64(3), 'lon': np.float64(133.5936134), 'lat': np.float64(33.5223606)}"
97,9958294795,"{'y': np.float64(3709921.0844012727), 'x': np.float64(369579.9399177078), 'street_count': np.int64(3), 'lon': np.float64(133.5956206), 'lat': np.float64(33.5209172)}"
98,307962814,"{'y': np.float64(3710267.0018158015), 'x': np.float64(369610.22324455925), 'street_count': np.int64(3), 'lon': np.float64(133.5958962), 'lat': np.float64(33.52404)}"
99,294071707,"{'y': np.float64(3710075.024282228), 'x': np.float64(369390.36501487053), 'street_count': np.int64(3), 'lon': np.float64(133.5935573), 'lat': np.float64(33.5222821)}"
100,9958294542,"{'y': np.float64(3710064.1274788985), 'x': np.float64(369396.54305569525), 'street_count': np.int64(3), 'lon': np.float64(133.5936254), 'lat': np.float64(33.5221846)}"
101,295337076,"{'y': np.float64(3709997.4445049916), 'x': np.float64(369334.9907987445), 'street_count': np.int64(3), 'lon': np.float64(133.5929725), 'lat': np.float64(33.5215758)}"
102,1296876906,"{'y': np.float64(3710098.4534762665), 'x': np.float64(369385.79671188066), 'street_count': np.int64(3), 'lon': np.float64(133.5935047), 'lat': np.float64(33.5224928)}"
103,294071726,"{'y': np.float64(3710309.3167614616), 'x': np.float64(369057.1870496888), 'street_count': np.int64(3), 'lon': np.float64(133.5899362), 'lat': np.float64(33.5243539)}"
104,5453780793,"{'y': np.float64(3710313.785035791), 'x': np.float64(369058.90119310294), 'street_count': np.int64(3), 'lon': np.float64(133.589954), 'lat': np.float64(33.5243944)}"
105,5463521619,"{'y': np.float64(3710327.1171877785), 'x': np.float64(369007.3998802106), 'street_count': np.int64(3), 'lon': np.float64(133.5893976), 'lat': np.float64(33.5245083)}"
106,5453780509,"{'y': np.float64(3710259.300640071), 'x': np.float64(369176.25833496684), 'street_count': np.int64(3), 'lon': np.float64(133.5912254), 'lat': np.float64(33.5239175)}"
107,294071731,"{'y': np.float64(3709541.452279371), 'x': np.float64(369126.0999059136), 'street_count': np.int64(4), 'lon': np.float64(133.5907904), 'lat': np.float64(33.5174386)}"
108,1556711660,"{'y': np.float64(3709576.3877675575), 'x': np.float64(369193.80228054733), 'street_count': np.int64(3), 'lon': np.float64(133.5915141), 'lat': np.float64(33.5177619)}"
109,4211509193,"{'y': np.float64(3709536.7810216947), 'x': np.float64(369116.46826812334), 'street_count': np.int64(4), 'lon': np.float64(133.5906874), 'lat': np.float64(33.5173953)}"
110,1556711552,"{'y': np.float64(3709441.0958343423), 'x': np.float64(369129.39075577783), 'street_count': np.int64(3), 'lon': np.float64(133.5908405), 'lat': np.float64(33.5165341)}"
111,1924070919,"{'y': np.float64(3710943.400990926), 'x': np.float64(368576.40551409667), 'street_count': np.int64(3), 'lon': np.float64(133.5846671), 'lat': np.float64(33.5300123)}"
112,1609828289,"{'y': np.float64(3710535.2182257073), 'x': np.float64(368733.5427978916), 'street_count': np.int64(3), 'lon': np.float64(133.5864188), 'lat': np.float64(33.5263511)}"
113,294071745,"{'y': np.float64(3710970.3719303864), 'x': np.float64(368558.5874112241), 'highway': 'crossing', 'street_count': np.int64(4), 'lon': np.float64(133.5844713), 'lat': np.float64(33.5302533)}"
114,305548228,"{'y': np.float64(3710954.677107597), 'x': np.float64(368564.4197775988), 'highway': 'traffic_signals', 'street_count': np.int64(4), 'lon': np.float64(133.5845364), 'lat': np.float64(33.5301125)}"
115,1924070933,"{'y': np.float64(3710973.248085069), 'x': np.float64(368564.81257480546), 'street_count': np.int64(3), 'lon': np.float64(133.5845379), 'lat': np.float64(33.53028)}"
116,1924070928,"{'y': np.float64(3710965.173659087), 'x': np.float64(368547.79792696505), 'highway': 'crossing', 'street_count': np.int64(4), 'lon': np.float64(133.5843559), 'lat': np.float64(33.5302051)}"
117,295336970,"{'y': np.float64(3711058.5802377677), 'x': np.float64(370305.13942388725), 'highway': 'crossing', 'street_count': np.int64(3), 'lon': np.float64(133.6032627), 'lat': np.float64(33.5312622)}"
118,307963075,"{'y': np.float64(3711101.0906956303), 'x': np.float64(370364.32807173755), 'street_count': np.int64(3), 'lon': np.float64(133.6038938), 'lat': np.float64(33.5316527)}"
119,295337029,"{'y': np.float64(3710924.2584952353), 'x': np.float64(370276.060460711), 'street_count': np.int64(4), 'lon': np.float64(133.6029691), 'lat': np.float64(33.5300475)}"
120,1038120084,"{'y': np.float64(3710920.7244917043), 'x': np.float64(370251.0835906479), 'street_count': np.int64(3), 'lon': np.float64(133.6027007), 'lat': np.float64(33.5300126)}"
121,1924070922,"{'y': np.float64(3710927.3019118956), 'x': np.float64(370328.41199599183), 'street_count': np.int64(4), 'lon': np.float64(133.6035323), 'lat': np.float64(33.5300813)}"
122,1924070908,"{'y': np.float64(3710812.53136726), 'x': np.float64(370348.814570673), 'street_count': np.int64(3), 'lon': np.float64(133.6037686), 'lat': np.float64(33.5290489)}"
123,295337060,"{'y': np.float64(3710810.1901079942), 'x': np.float64(370437.0766822598), 'street_count': np.int64(3), 'lon': np.float64(133.6047192), 'lat': np.float64(33.5290385)}"
124,1924070906,"{'y': np.float64(3710809.0559866843), 'x': np.float64(370430.6990075344), 'street_count': np.int64(4), 'lon': np.float64(133.6046507), 'lat': np.float64(33.5290275)}"
125,305378178,"{'y': np.float64(3711032.106872744), 'x': np.float64(370458.4526095097), 'highway': 'crossing', 'street_count': np.int64(4), 'lon': np.float64(133.6049172), 'lat': np.float64(33.5310421)}"
126,305941190,"{'y': np.float64(3709921.7481535887), 'x': np.float64(369216.0479505857), 'highway': 'crossing', 'street_count': np.int64(3), 'lon': np.float64(133.5917031), 'lat': np.float64(33.5208787)}"
127,9958294630,"{'y': np.float64(3709971.4052182003), 'x': np.float64(369358.6498269793), 'street_count': np.int64(3), 'lon': np.float64(133.593231), 'lat': np.float64(33.5213439)}"
128,295337110,"{'y': np.float64(3709848.6136405696), 'x': np.float64(369058.03975221206), 'street_count': np.int64(3), 'lon': np.float64(133.5900128), 'lat': np.float64(33.5201999)}"
129,4211509236,"{'y': np.float64(3709848.993336035), 'x': np.float64(369051.3195316419), 'street_count': np.int64(4), 'lon': np.float64(133.5899404), 'lat': np.float64(33.5202025)}"
130,295337156,"{'y': np.float64(3709779.458388035), 'x': np.float64(369064.2803657878), 'street_count': np.int64(3), 'lon': np.float64(133.5900901), 'lat': np.float64(33.5195771)}"
