#number,Node1,Node2,Length,Width
1353,837,839,132,3
1354,837,840,253,3
1355,839,840,122,3
1356,839,841,80,3
1357,840,843,183,3
1358,841,842,87,3
1359,842,843,137,3
1360,844,845,25,3
1361,844,846,96,3
1362,844,847,6,3
1363,845,857,35,3
1364,845,846,50,3
1365,846,856,48,3
1366,847,851,164,3
1367,847,848,24,3
1368,848,849,17,3
1369,848,850,176,3
1370,849,858,38,3
1371,849,850,136,3
1372,850,859,36,3
1373,850,860,96,3
1374,851,880,7,3
1375,851,853,5,3
1376,851,855,3,3
1377,852,853,163,3
1378,853,878,8,3
1379,854,855,159,3
1380,855,877,9,3
1381,856,857,78,3
1382,856,861,51,3
1383,857,862,38,3
1384,858,863,38,3
1385,858,859,137,3
1386,859,864,37,3
1387,859,860,40,3
1388,860,865,44,3
1389,861,862,112,3
1390,861,866,52,3
1391,862,867,38,3
1392,863,864,137,3
1393,863,868,38,3
1394,864,869,39,3
1395,864,865,62,3
1396,865,870,42,3
1397,866,867,134,3
1398,866,871,47,3
1399,867,872,42,3
1400,868,869,138,3
1401,868,873,41,3
1402,869,874,42,3
1403,869,870,65,3
1404,870,875,43,3
1405,871,872,113,3
1406,871,876,23,3
1407,872,879,22,3
1408,872,877,17,3
1409,873,878,16,3
1410,873,874,137,3
1411,873,886,41,3
1412,874,884,42,3
1413,874,875,62,3
1414,875,885,111,3
1415,876,882,72,3
1416,876,883,44,3
1417,877,880,6,3
1418,877,881,8,3
1419,878,880,7,3
1420,879,882,35,3
1421,879,882,109,3
1422,884,888,21,3
1423,884,886,137,3
1424,885,888,26,3
1425,885,887,131,3
1426,886,887,77,3
1427,887,888,123,3
1428,889,891,45,3
1429,889,894,61,3
1430,891,892,74,3
1431,891,893,85,3
1432,895,897,87,3
1433,897,1025,18,3
1434,898,900,33,3
1435,899,900,42,3
1436,899,901,21,3
1437,900,902,18,3
1438,901,1032,24,3
1439,901,902,43,3
1440,902,1031,23,3
1441,903,1029,6,3
1442,905,906,13,3
1443,905,907,6,3
1444,907,1038,34,3
1445,907,908,17,3
1446,912,913,6,3
1447,912,916,27,3
1448,913,914,71,3
1449,914,919,8,3
1450,915,916,189,3
1451,918,925,21,3
1452,918,926,19,3
1453,919,922,20,3
1454,919,927,61,3
1455,920,921,31,3
1456,920,922,68,3
1457,920,923,21,3
1458,921,924,12,3
1459,921,923,21,3
1460,922,927,63,3
1461,923,927,22,3
1462,923,926,24,3
1463,924,925,18,3
1464,924,926,22,3
1465,925,928,6,3
1466,926,927,33,3
1467,928,929,30,3
1468,928,929,56,3
1469,931,932,4,3
1470,932,935,51,3
1471,933,934,19,3
1472,933,934,92,3
1473,933,935,1,3
1474,935,936,36,3
1475,938,939,4,3
1476,938,940,12,3
1477,942,944,11,3
1478,942,943,31,3
1479,943,944,16,3
1480,943,944,57,3
1481,945,1106,40,3
1482,946,949,18,3
1483,946,956,33,3
1484,947,948,52,3
1485,947,949,18,3
1486,947,949,65,3
1487,948,956,18,3
1488,948,949,33,3
1489,950,951,34,3
1490,950,952,45,3
1491,950,953,18,3
1492,950,957,18,3
1493,951,954,7,3
1494,951,963,18,3
1495,953,962,19,3
1496,953,963,34,3
1497,953,964,19,3
1498,954,955,9,3
1499,955,957,33,3
1500,956,957,18,3
1501,957,958,107,3
1502,959,960,20,3
1503,959,961,52,3
1504,959,962,18,3
1505,961,963,19,3
1506,961,962,34,3
1507,962,965,20,3
1508,967,968,39,3
1509,969,971,26,3
1510,969,973,33,3
1511,970,971,4,3
1512,971,972,34,3
1513,974,975,73,3
1514,975,979,187,3
1515,975,980,158,3
1516,976,977,249,3
1517,977,978,190,3
1518,977,978,181,3
1519,979,986,154,3
1520,979,983,13,3
1521,980,981,45,3
1522,980,982,20,3
1523,981,984,71,3
1524,981,989,15,3
1525,983,984,52,3
1526,983,985,144,3
1527,984,985,195,3
1528,985,986,21,3
1529,985,988,100,3
1530,986,987,91,3
1531,987,988,11,3
1532,987,990,135,3
1533,988,990,148,3
1534,991,992,18,3
1535,991,993,18,3
1536,991,994,36,3
1537,992,996,16,3
1538,992,994,21,3
1539,994,995,18,3
1540,995,996,27,3
1541,997,998,116,3
1542,998,999,54,3
1543,999,1000,136,3
1544,999,1001,48,3
1545,1003,1004,17,3
1546,1006,1082,67,3
1547,1008,1009,45,3
1548,1009,1016,38,3
1549,1009,1014,107,3
1550,1010,1011,70,3
1551,1010,1012,23,3
1552,1010,1013,63,3
1553,1011,1016,123,3
1554,1011,1017,37,3
1555,1012,1015,14,3
1556,1012,1013,82,3
1557,1014,1015,37,3
1558,1014,1016,69,3
1559,1015,1017,69,3
1560,1016,1017,37,3
1561,1028,1029,15,3
1562,1028,1030,8,3
1563,1029,1034,45,3
1564,1030,1031,7,3
1565,1030,1033,45,3
1566,1031,1032,44,3
1567,1032,1033,7,3
1568,1033,1034,23,3
1569,1039,1040,154,3
1570,1042,1043,18,3
1571,1042,1044,14,3
1572,1043,1049,33,3
1573,1043,1050,12,3
1574,1044,1051,3,3
1575,1044,1050,20,3
1576,1045,1046,10,3
1577,1045,1047,8,3
1578,1045,1048,33,3
1579,1046,1058,22,3
1580,1046,1068,7,3
1581,1047,1053,10,3
1582,1047,1068,10,3
1583,1047,1052,19,3
1584,1048,1051,16,3
1585,1048,1052,7,3
1586,1049,1060,5,3
1587,1049,1056,41,3
1588,1050,1059,4,3
1589,1051,1059,19,3
1590,1052,1053,10,3
1591,1052,1054,18,3
1592,1053,1054,8,3
1593,1053,1055,10,3
1594,1054,1064,2,3
1595,1055,1057,6,3
1596,1055,1068,10,3
1597,1056,1057,27,3
1598,1056,1058,28,3
1599,1057,1058,35,3
1600,1059,1064,5,3
1601,1059,1062,37,3
1602,1060,1065,11,3
1603,1060,1062,28,3
1604,1061,1062,5,3
1605,1061,1063,26,3
1606,1061,1064,25,3
1607,1063,1065,8,3
1608,1063,1066,5,3
1609,1065,1067,5,3
1610,1070,1072,59,3
1611,1070,1073,82,3
1612,1071,1072,38,3
1613,1074,1075,31,3
1614,1074,1076,62,3
1615,1080,1081,40,3
1616,1084,1085,86,3
1617,1085,1093,94,3
1618,1086,1087,59,3
1619,1086,1088,65,3
1620,1087,1088,7,3
1621,1087,1089,68,3
1622,1088,1090,35,3
1623,1089,1101,19,3
1624,1089,1091,17,3
1625,1091,1092,39,3
1626,1091,1093,24,3
1627,1093,1094,20,3
1628,1094,1096,13,3
1629,1094,1095,69,3
1630,1098,1100,30,3
1631,1098,1099,117,3
1632,1102,1103,60,3
1633,1106,1107,283,3
1634,1112,1113,60,3
1635,1113,1114,13,3
1636,1115,1118,19,3
1637,1115,1119,20,3
1638,1116,1117,73,3
1639,1118,1127,12,3
1640,1118,1129,100,3
1641,1119,1120,132,3
1642,1119,1123,15,3
1643,1119,1124,16,3
1644,1120,1121,16,3
1645,1120,1122,16,3
1646,1121,1123,128,3
1647,1121,1123,155,3
1648,1122,1125,14,3
1649,1122,1124,137,3
1650,1124,1126,15,3
1651,1125,1126,140,3
1652,1125,1126,171,3
1653,1126,1127,22,3
1654,1127,1128,3,3
1655,1128,1130,17,3
1656,1128,1131,97,3
1657,1130,1132,95,3
